Name, Identification Number,Country Code,Mutation,Disorder,Professional Exposure,Gender,Age,Age At Diagnosis,Age Of Death,Physician
Lonna Shehane,1435417436232,US,ALDH1L1,Alopecia;Androgenetic;3,Toluene,F,45,45,100,Margret Bostic
Cordie Frederic,0067123425418,SN,CD3D,Combined Malonic And Methylmalonic Aciduria Methylmalonic Acidemia,,M,45,45,45,Tamika Grange
Devora Lewey,8364835430384,AN,HHLA1,Cloacogenic Carcinoma Hepatocellular Carcinoma,,M,45,45,45,Diamond Verge
Byron Balke,1418075260528,AN,EHD4,Aplastic Anemia Fanconis Anemia,13-Butadiene,M,45,45,100,Tanna Hargreaves
Johanna Cournoyer,0771322502213,RU,KRT71,Meningioma,,M,45,45,45,Richie Regina
Zelda Hadaway,8441568011506,ID,CIC,Amyotrophic Lateral Sclerosis Type 3,,F,45,45,45,Devora Lewey
Ron Shouse,2572252660158,US,HS6ST1,Meningioma,,M,45,45,100,Indira Cashin
Vada GlickErma Rybak,7505607286610,VE,BMP8B,Dermatitis;Atopic 1,,F,45,45,100,Janet Gaillard
Adelaide Grizzell,5766081707443,MY,HMSNO,Childhood Leukemia,Solvents,M,45,45,100,Maximina Cefalu
Georgetta Chynoweth,5680161454813,YT,DNAJC28,Exophthalmos,Metals toxic,M,45,45,100,Tiny Habib
Carmine Shanahan,2443173411861,FI,GSTT1,Leber Congenital Amaurosis 4;Aipl1-Related Leber Congenital Amaurosis;Aipl1-Related Retinitis Pigmentosa,Formaldehyde,F,45,45,100,Lewis Agrawal
Jarred Dory,6241246475768,NR,APOC1P1,Alopecia Mental Retardation Syndrome 2,Solvents,F,45,45,100,Rosella Weissman
Kathaleen Soderquist,8206665304243,RU,KIR2DL5A,Hepatitis B Hepatitis,,M,45,45,100,Orville Stainback
Emelina Kappler,6741458333210,FI,DRD5,Renal Cell Carcinoma;Clear Cell Renal Cell Carcinoma;Endometrial Carcinoma,Hydrogen sulfide,F,45,45,100,Ninfa Jeon
Shalanda Stutz,4574036027601,MP,CENPJ,Leber Congenital Amaurosis 4;Aipl1-Related Leber Congenital Amaurosis;Aipl1-Related Retinitis Pigmentosa,Chromium,F,45,45,45,Modesto Lonergan
Lavonne Rosebrook,6747561635067,FI,CIB1,Dubin-Johnson Syndrome;Dysembryoplastic Neuroepithelial Tumor;Fallopian Tube Cancer,Lead,F,45,45,100,Newton Fiscus
Chere Serfass,6827655481228,PR,ENTPD3,Mosaic Variegated Aneuploidy Syndrome 1,Asphalt fumes,M,45,45,45,Von Scharf
Lashawnda Reaux,0237844453234,YT,KRT8,Ehlers-Danlos Syndrome Dermatosparaxis Type Anosognosia,,F,45,45,100,Margret Bostic
Monroe Dewall,0868043738374,FI,IGLL1,Mitochondrial Complex Deficiency;Nuclear Type 4;Combined Oxidative Phosphorylation Deficiency 22;Mitochondrial Complex V Deficiency;Nuclear Type 3 Show all 4,Solvents,F,45,45,100,Paulene Vandervoort
Brianna Keltz,7086443812632,RE,CDK2AP2,Prostate Cancer,Lead,F,45,45,100,Fonda Millington
Maribel Parras,6413131465433,SI,HERC2P6,Larynx Verrucous Carcinoma Cutaneous Anthrax,Lead,F,45,45,100,Julianna Brownson
Vikki Lamere,0348704364416,FI,C1orf192,Dyskinesia Of Esophagus;Gastric Outlet Obstruction;Hiatus Hernia,,F,45,45,100,Deb Klar
Clarine Crites,0123200316226,FI,AQP3,Ichthyosis;Congenital;Autosomal Recessive 7,,M,45,45,100,Luisa Spainhour
Dominick Bird,1178570210660,GB,HDAC6,Anisomastia,Toluene,F,45,45,100,Margherita Ramsden
Adrianne Krom,3635664302587,HR,CTSB,Mosaic Variegated Aneuploidy Syndrome 1,Hydrogen sulfide,F,45,45,100,Lidia Pilon
Deadra Yao,7582032766485,TL,FGF3,Familial Breast Cancer,,F,45,45,100,Cassi Wieder
Luna Oloughlin,0210101616712,UA,GPR84,Radioulnar Synostosis,,M,45,45,45,Venice Lakey
Lidia Pilon,3437143402485,US,DCK,Breast Cancer;11:22 Translocation Associated Breast Cancer,13-Butadiene,M,45,45,100,Jeremy Biel
Ron Shouse,5381075210232,RU,DNASE1L3,Thyroid Adenoma;Precocious Puberty Show all 4,,F,45,45,100,Owen Seidman
Mariette Zeolla,8550730360100,US,ADAMTS2,Post-Traumatic Stress Disorder,,M,45,45,100,Olin Daugherty
Cecilia Muraoka,2627041048317,US,GLC1M,Systemic Lupus Erythematosus;C4B Deficiency;Sle Susceptibility Show all 4,Asphalt fumes,F,45,45,100,Delmer Rippe
Marlys Brevard,5584378781643,FI,GOT1,Mitochondrial Dna Depletion Syndrome 7;Ophthalmoplegia;Hereditary Ataxia,Toluene,M,45,45,100,Bertram Blumenfeld
Miss Parra,7666263562106,FI,CEP290,Syringomyelia,Methylene chloride,M,45,45,100,Elmo Quaranta
Al Brabham,7605823145274,FI,HSD17B1,MHC,,F,45,45,100,Magda Edmund
Jodee Miyamoto,6317557226555,SY,CTF1,Neutral Lipid Storage Disease;Lipid Storage Disease Systemic Primary Carnitine Deficiency Disease,Asphalt fumes,M,45,45,100,Carletta Houde
Felicia Macken,0321288732760,US,ATPLS,Cerebellar Ataxia;Cayman Type,Toluene,F,45,45,100,Genna Worster
Adriana Helt,7024058860121,PT,CCCSX,Alkaline Phosphatase;Plasma Level Of;Qtl 2,,M,45,45,100,Tiana WillertRashad Bull
Barbra Baumeister,8445268051115,RU,CSH1,Prion Disease;Sporadic Breast Cancer;Ataxia Telangiectasia,,F,45,45,100,Bess Musil
Edgardo Karst,7473027334114,GY,GSTM4,Isobutyryl-Coa Dehydrogenase Deficiency,,F,45,45,45,Ninfa Jeon
Dominga Schuldt,2418757736134,FI,AD15,Retinitis Pigmentosa 2 Retinitis Pigmentosa,,M,45,45,100,Echo Roeder
Sophie Huntzinger,4454162634456,SK,CCNL2,Lung Cancer,13-Butadiene,F,45,45,45,Adelaide Grizzell
Herb Leland,5405027142783,CY,DIRC2,Autoimmune Disease 2 Scoliosis;Idiopathic 2,Beryllium,F,45,45,100,Lahoma Laverriere
Rena HeggMelina Seiter,1877187058048,GS,ELOVL4,Pulmonary Function,13-Butadiene,M,45,45,45,Bennie Bolles
Luisa Spainhour,6775600605426,AL,COX17,Schizotypal Personality Disorder,Chromium,M,45,45,100,Janey Hayslip
Thaddeus Macek,5388706623675,MY,GRM2,Leukemia,,F,45,45,100,Olin Drye
Sharen Baran,5011552464333,US,LAP3,Lung Squamous Cell Carcinoma,,M,45,45,100,Thora Krikorian
Maximina Cefalu,7755351565770,FI,LDHA,Klippel-Trenaunay Syndrome;Coats Disease Proteus Syndrome,Formaldehyde,M,45,45,100,Cary Wenrich
Adell Matheson,6655158100761,CZ,ADIPQTL2,Colorectal Cancer,,F,45,45,45,Zelda Hadaway
Janelle Muhammad,6082487778374,LC,ITM2B,Multiple Joint Dislocations;Short Stature;Craniofacial Dysmorphism;And Congenital Heart Defects;Mucopolysaccharidoses;Morquio Syndrome B,,M,45,45,100,Ruthe Dazey
Katheryn Shatzer,1540062040672,FI,FNBP4,Varicocele;Oligospermia;Mixed Gonadal Dysgenesis,,F,45,45,100,Shavon Muma
Otelia Vreeland,8811761136144,US,KRT74,Pyogenic Granuloma;Chorioangioma;Twin-To-Twin Transfusion Syndrome,,M,45,45,100,Celestine Bird
Abigail Hazan,0212858483552,FI,EDSS2,Trigeminal Neuralgia,Toluene,F,45,45,100,Estell Heidrick
Jack Ruston,8851176241426,FI,DGCR11,Mucopolysaccharidoses;Morquio Syndrome B Sly Syndrome,Hydrogen sulfide,M,45,45,100,Isiah Campa
Trinh Lacasse,4247082647134,US,CTSK,Radioulnar Synostosis,,F,45,45,100,Shirleen Schrom
Fonda Millington,5781436745627,AW,ARL6IP1,Hypotrichosis 1;Hypotrichosis Simplex,Beryllium,F,45,45,100,Corrina Alexandre
Phillis SolizCrissy Mcclinton,2878060150358,FI,CENPB,Hard Palate Cancer De Hauwere Syndrome,Beryllium,M,45,45,45,Miss Parra
Earl Caddell,3787470161085,US,GLS,Alcoholic Neuropathy;Hangover;Alcohol Sensitivity;Acute,,F,45,45,100,Demetrice Linzey
Echo Roeder,8007801821555,FI,CDT1,Thyroid Adenoma;Adenoma Precocious Puberty,Asphalt fumes,F,45,45,100,Carl Gisi
Carl Gisi,7673438610724,US,FAM58A,Neurogenic Diabetes Insipidus;Inappropriate Adh Syndrome;Fanconi Syndrome,Asphalt fumes,M,45,45,45,Shalanda Stutz
Vada GlickErma Rybak,1060422444717,US,CDHR1,Brody Myopathy;Pseudomyotonia;Myotonic Dystrophy Type 1,,F,45,45,100,Bernardo Beno
Shonna Mixer,3687412627447,US,CCAL1,Wiskott-Aldrich Syndrome,,F,45,45,100,Olin Drye
Iesha Mcmahon,1118161116537,BS,IL37,Stomach Cancer,,M,45,45,45,Donnetta Doonan
Theodore Kincer,2156843134767,US,CLCA2,MHC,,M,45,45,100,Brenda RubinoJona Goldsmith
Lorean Hazelton,0002543074086,UM,FDX1,Aneurysm;Intracranial Berry;7 Aneurysm,Diesel exhaust,M,45,45,100,Stefani Bachicha 
Shana Mayoral,5463158176831,US,IKZF1,Alzheimers Disease,Beryllium,F,45,45,45,Bessie Manzanares
Elfreda Ryan,5187373171870,FI,CD34,C9 Deficiency;Primary Amebic Meningoencephalitis,Arsenic,M,45,45,100,Hai Sholes
Elizabet Hafner,6642687516585,GY,C3,Lung Cancer,Solvents,F,45,45,100,Vikki Chaney
Fonda Millington,7060450540480,MS,APOL2,Klippel-Feil Syndrome,,M,45,45,100,Liliana Mckean
Ricarda Parrino,4874706712548,FI,DUH2,Familial Hypocalciuric Hypercalcemia Type 3;Hypercalcemia Show all 4,Beryllium,M,45,45,45,Marlys Brevard
Felecia Violette,1835238048506,AD,CTNNA3,Ataxia;Olivopontocerebellar Atrophy;Amyotrophic Lateral Sclerosis Type 13,,F,45,45,100,Detra Melanson
Virgina Line,1483581480367,BF,DYT10,Congenital Disorder Of Glycosylation;Type Ip Congenital Disorder Of Glycosylation,Asphalt fumes,F,45,45,45,Wynona Doby
Tiny Habib,7871651770651,FI,AASTH44,Autoimmune Disease 4,13-Butadiene,F,45,45,100,Liliana Mckean
Georgetta Chynoweth,4436121103848,RU,IGHA1,Insulin Resistance;Meconium Ileus In Cystic Fibrosis;Meconium Ileus Show all 4,,M,45,45,100,Ninfa Jeon
Keitha Hagaman,8587375732200,MR,DLG4,Apo A-I Deficiency;Cerebral Atherosclerosis;Hypoalphalipoproteinemia,,M,45,45,100,Carletta Houde
Zelda Hadaway,2686881640385,MA,FZD4,Blue Color Blindness Color Blindness,Lead,F,45,45,100,Tiffany Wanamaker
Enola Fleenor,5710673408175,NI,DNASE1L3,Albinism;Oculocutaneous;Type Vii;Albinism Oculocutaneous Albinism,,F,45,45,100,Otelia Vreeland
Trudi Noonan,2360530013217,US,AFA1,Hypercarotenemia And Vitamin A Deficiency;Autosomal Dominant Carotid Artery Occlusion,,M,45,45,100,Annmarie Sublett
Cherri Simons,1080110503406,US,LCE5A,Acute Lymphoblastic Leukemia Lymphoblastic Leukemia,Formaldehyde,M,45,45,100,Lashaunda Akin
Jenni Ruple,2287041602718,LY,ECTD8,Retinoblastoma,,F,45,45,100,Margret Bostic
Zelda Hadaway,2725520816127,UM,IBD26,Angio Serpiginosum,,F,45,45,100,Ayana Krupa
Felicia Macken,2651788045220,RU,ACO1,Larynx Verrucous Carcinoma Cutaneous Anthrax,Hydrogen sulfide,F,45,45,100,Magen Luczak
Alethea Spruill,4577800063735,US,IGF2BP3,Spinocerebellar Ataxia;X-Linked 1;X-Linked Non Progressive Cerebellar Ataxia;Cerebellar Ataxia Show all 4,Metals toxic,M,45,45,100,Elmo Quaranta
Nicki Nevers,7116023202233,US,DERL2,Odontohypophosphatasia;Hypophosphatasia;Infantile,Asphalt fumes,M,45,45,100,Todd Stannard
Deb Bisbee,3721153682341,PF,KLRC1,Bestrophinopathy Vitelliform Macular Dystrophy,,F,45,45,100,Victoria Dame
Florencio Poudrier,4316420205016,MU,HLA-F,Wiskott-Aldrich Syndrome,Metals toxic,F,45,45,100,Erick Bax
Herb Leland,3075875625153,LS,COL11A1,Cutaneous Lupus Erythematosus;Subacute Cutaneous Lupus Erythematosus;Glomerulonephritis,,F,45,45,45,Sol Loper
Tanna Hargreaves,5063044321834,US,CLDN23,Blepharitis,Formaldehyde,F,45,45,100,Celestine Bird
Bennie Bolles,3063161886066,MQ,ABCA1,Ischemia Brain Ischemia,,F,45,45,100,Katheryn Shatzer
Hai Sholes,8408385067440,US,CUL3,Asthma,,M,45,45,100,Alethea Spruill
Delisa Sorenson,6506552226220,PH,KCNQ3,Autism Susceptibility 1,,M,45,45,100,Shonna Mixer
Elmo Quaranta,6831837343277,FI,BEX2,Rhizomelic Chondrodysplasia Punctata;Beta-Ketothiolase Deficiency;Thiolase Deficiency Show all 4,Asphalt fumes,F,45,45,100,Young Meriwether
Elton Fisch,4810273356557,CG,GAMT,Hyperammonemia Due To Carbonic Anhydrase Va Deficiency,,M,45,45,100,Leonie Flach
Sharleen Caswell,6410611767540,US,FDPS,Malaria,Hydrogen sulfide,F,45,45,100,Talitha Machado
Glenna Schrimsher,8386205326161,IE,GAS1,Malaria,Toluene,F,45,45,100,Tammera Colwell
Aja Deane,4523121100251,BF,DFNX3,Rheumatic Myocarditis Cholera,13-Butadiene,M,45,45,100,Lezlie Bierce
Eusebia Romans,5400747417614,UY,EPC1,Gastric Cancer,Toluene,F,45,45,100,Sheilah Kinzer
Honey Mcarthur,2437413208767,FI,BRWD3,Apo A-I Deficiency;Cerebral Atherosclerosis;Hypoalphalipoproteinemia,,F,45,45,100,Margherita Ramsden
Layne Swearngin,1661833701412,AD,HBD,Jugular Foramen Meningioma;Dentatorubral-Pallidoluysian Atrophy;Nodal-Related Visceral Heterotaxy,,F,45,45,100,Diann Schuch
Cary Wenrich,8464786625402,GR,DNA2,Cannabis Dependence,,M,45,45,100,Delmy Squillace
Cecilia Muraoka,1855242288250,US,ADCK2,Alopecia Areata 1 Alopecia,Diesel exhaust,M,45,45,100,Trinh Lacasse
Fabiola Hust,5821466775025,US,LAMB3,Aneurysm;Familial Abdominal 3 Aneurysm,Asphalt fumes,M,45,45,100,Olin Drye
Stefani Bachicha ,3687744158702,FI,IGF2,Nicotine Dependence,Methylene chloride,M,45,45,100,Rico Kyllonen
Florencio Poudrier,2431237212468,BE,COPD26,Bardet-Biedl Syndrome 4;Bbs4-Related Bardet-Biedl Syndrome,,M,45,45,45,Donald Silvia
Shavon Muma,0362776270723,FI,ASAP2,Refractive Error,Asphalt fumes,M,45,45,100,Chandra Belgrave
Tyron Leija,5052537145807,CL,DFNB96,Laryngitis,,F,45,45,100,Delmy Squillace
Lauretta Depriest,5602335317005,BQ,ENSG00000227315,Glioblastoma,Arsenic,F,45,45,100,Reinaldo Ye
Liliana Mckean,0206651480634,TK,GNPTG,Schizoid Personality Disorder Alexithymia,,M,45,45,100,Damion Spang
Newton Fiscus,3584054460678,CL,HEIH,Adenoma;Inferior Myocardial Infarction Lung Adenoma,Chromium,F,45,45,100,Dinorah Mickey
Kenda Mcgowan,6604048115784,ES,FABP4,Microphthalmia Syndromic 4,Lead,M,45,45,100,Moshe Rames
Freda Roberts,2053331877266,FI,KIR3DP1,Hepatitis C;Hepatitis C Virus Hepatitis,,M,45,45,100,Angelyn Romito
Tamika Grange,2125301606025,QA,CALHM1,Webb-Dattani Syndrome Hypoxia,13-Butadiene,F,45,45,100,Elanor Brunet
Georgann Picard,0875218861057,KE,GATM,Uterine Corpus Cancer,,M,45,45,100,Novella Roby
Blake Gladding,1001780107126,SE,DUOX2,Aortic Coarctation;Chagas Disease;Neuroepithelioma,,F,45,45,100,Vikki Chaney
Vito Nitz,5770134757027,TR,AQP7,Hypobetalipoproteinemia;Defective Apolipoprotein B-100;Apob-Related Familial Hypercholesterolemia;Autosomal Dominant,,M,45,45,45,Diamond Verge
Ute Julio,8716366022527,US,ETM2,Lennox-Gastaut Syndrome,Chromium,F,45,45,100,Carter Bergman
Marta Mccammon,5287377657880,MC,ENSG00000227315,Whim Syndrome,,F,45,45,100,Garfield Kaspar
Thresa Strey,8044177361651,VC,GJC1,Appendix Adenocarcinoma,Toluene,F,45,45,100,Glenna Schrimsher
Olin Daugherty,2876560273783,US,ENSG00000233314,Bardet-Biedl Syndrome 12;Bbs12-Related Bardet-Biedl Syndrome,Chromium,F,45,45,100,Jenni Ruple
Enola Fleenor,8477056761753,US,IDDMX,Thyrotoxic Periodic Paralysis,Solvents,M,45,45,45,Lorean Hazelton
Carie Senecal,7301463433170,FI,KRBOX4,Obesity Bmiq8,13-Butadiene,M,45,45,100,Melida Donaldson
Reggie Tibbetts,0415641027015,NL,HCN1,Acute Lymphoblastic Leukemia;Lymphoblastic Leukemia Dysembryoplastic Neuroepithelial Tumor,,M,45,45,45,Cecilia Muraoka
Iesha Mcmahon,2485057480027,LV,DGCR10,Asperger Syndrome Susceptibility 4,,M,45,45,100,Corrina Alexandre
Shari Amezquita,7020538048344,PR,ENSG00000112474,Cauda Equina Syndrome;Huntingtons Disease;Acquired Immunodeficiency Syndrome,Hydrogen sulfide,F,45,45,45,Rosella Garbett
Eusebia Romans,1800448171151,FM,DNAJC6,Basal Cell Carcinoma 4 Basal Cell Carcinoma,Lead,M,45,45,100,Shari Amezquita
Roosevelt Bilski,4338438680155,MD,CSAD,Partial Fetal Alcohol Syndrome;Farber Lipogranulomatosis Show all 4,Arsenic,M,45,45,100,Layne Garica
Yuri Soares,7675071582012,HM,DEL2P12P11.2,Nasopharynx Carcinoma,Beryllium,M,45,45,100,Vicenta Brummett
Margarett Eastland,3368382014331,TF,IGKV1-33,C1Q Deficiency;Glomerulonephritis;Trypanosomiasis,,M,45,45,100,Devora Lewey
Cruz Isenhour,0842873483062,KP,GC06M011196,Stomach Cancer;Glucocorticoid Resistance;Non-Hodgkin Lymphoma Show all 4,Diesel exhaust,F,45,45,100,Lavada Lindstrom
Aisha Champine,1684254586560,BN,IQCB1,Locked-In Syndrome;Agoraphobia Spondylosis,Metals toxic,F,45,45,100,Cruz Isenhour
Jamison Murden,3882571320682,MT,CTXN2,Acth-Independent Macronodular Adrenal Hyperplasia 2 Acth-Independent Macronodular Adrenal Hyperplasia,,M,45,45,100,Cherri Simons
Miki Poindexter,8455015838567,US,BARX1,Neuropathy;Hereditary Sensory;Type If;Spastic Paraplegia 3A;Spastic Paraplegia 3 Show all 4,,M,45,45,45,Selene Mcgavock
Tiffany Wanamaker,4413667260838,CX,10-Feb,Gastric Dilatation;Mucopolysaccharidosis Vi;Mucosulfatidosis Show all 4,Beryllium,F,45,45,100,Bess Musil
Nidia Schaub,7756472674163,LU,ADIPQTL2,Nor Polyagglutination Syndrome,Solvents,F,45,45,100,Enid Lague
Dannielle Heffley,7746046535205,MX,GLRA1,Artery Disease Sepsis,,F,45,45,100,Jeremy Biel
Cassi Camacho,0414366057827,US,FANCA,Aminoacylase 1 Deficiency;Syringomyelia;Systolic Heart Failure,Solvents,M,45,45,100,Theresia Mungo
Cletus Fann,1388243320432,US,EGF,Dowling-Degos Disease;Alzheimer Disease 18;Alzheimers Disease,,M,45,45,100,Shonna Mixer
Selene Mcgavock,6222558626246,MP,CTAA2,Visual Epilepsy,,M,45,45,100,Ebony Cobbs
Cesar Tesar,5626657854170,US,CLN8,Prostate Cancer,Methylene chloride,M,45,45,100,Alfonso Widmer
Noemi Gayles,1316262672682,FI,GJD2,Hereditary Hemorrhagic Telangiectasia,Arsenic,M,45,45,100,Stefani Bachicha 
Bernadine Leis,1456365361015,US,HHC3,Lissencephaly,Lead,F,45,45,100,Mariette Zeolla
Luanne Creamer,7543357142582,AQ,CNTNAP2,Pancreatic Cancer 4;Hereditary Breast Ovarian Cancer;Fallopian Tube Cancer,,M,45,45,100,Emelina Kappler
Stanton Carlyle,0286366085143,US,ERAP1,Caudal Duplication;Hepatocellular Carcinoma;Somatic;Liver Cancer,Methylene chloride,M,45,45,100,Reynalda Spinner
Bess Musil,5542808435818,US,GKN2,Cardiac Conduction Defect,Methylene chloride,F,45,45,100,Veta Edinger
Hermelinda Faw,8110720411165,FI,KPNB1,MHC,,F,45,45,45,Dominga Schuldt
Gracie Test,7072742251716,RU,CHED1,Alcohol Dependence Fetal Alcohol Syndrome,,M,45,45,100,Liza Sweatman
Portia Frausto,5048567203457,AD,F8A1,Breast And Colorectal Cancer,,M,45,45,100,Taina Saxton
Todd Stannard,3601823185211,NE,CLCA2,Hordeolum,Beryllium,M,45,45,100,Fidel Breitenbach
Shalanda Stutz,5645853268205,US,CD34,Dystrophinopathies Arrhythmogenic Right Ventricular Cardiomyopathy,Toluene,F,45,45,100,Taina Saxton
Noreen Sluss,5361081377656,BM,CDC14A,Hypoactive Sexual Desire Disorder,Metals toxic,F,45,45,100,Grisel Failla
Lexie Gillins,8670883668257,FI,ACSL4,Microcornea;Myopic Chorioretinal Atrophy;And Telecanthus;Carotid Artery Occlusion Knobloch Syndrome,,F,45,45,100,Larraine Bouska
Todd Stannard,6414746441110,DE,AIG1,Retinal Vasculitis Rheumatic Disease,Diesel exhaust,F,45,45,100,Gracie Test
Kanesha Cramer,2157063267404,MA,EXO1,3 Methylglutaconic Aciduria Type I Leigh-Like Syndrome,13-Butadiene,M,45,45,100,Nidia Schaub
Darci Pleas,2034288282721,RU,C3orf58,Spermatogenesis Arrest;Isolated Micropenis;Gastric Neuroendocrine Neoplasm,,F,45,45,45,Garfield Kaspar
Ellan Klopfenstein,4388173860317,MN,KYPSC1,Atypical Autism;Adenomyosis;Portal Hypertension,,F,45,45,100,Janel Veatch
Miss Parra,6866746380452,CN,EPCAM,Hemolytic Uremic Syndrome;Atypical 5;C3 Deficiency;Age-Related Macular Degeneration 9,Chromium,M,45,45,100,Bennie Bolles
Tilda Gulledge,6063044436377,KG,ALDH9A1,Intrahepatic Cholangiocarcinoma,Arsenic,M,45,45,100,Luana Villano
Ayana Krupa,8637118051836,BR,AASTH54,Achalasia-Addisonianism-Alacrima Syndrome;Triple-A Syndrome,13-Butadiene,F,45,45,100,Rosalie Sellers
Sage Amavisca,2315761540822,MY,ATP6V1G2-DDX39B,Oligoastrocytoma,,F,45,45,100,Luanne Creamer
Michael Sustaita,1738647306157,FI,ATM,Esophageal Cancer,,F,45,45,100,Honey Mcarthur
Leonila Verrier,5128730843348,FI,ITPKC,Type 2A Von Willebrand Disease,Metals toxic,M,45,45,100,Lakiesha Via
Page Blanke,3285507841063,US,FOXN3,Phencyclidine Abuse;Sleeping Sickness;Trypanosomiasis,,M,45,45,100,Gertie McmonagleWayne Passman
Chang Leclair,8107510445266,SC,FSTL1,Brody Myopathy;Pseudomyotonia;Myotonic Dystrophy Type 1,Solvents,M,45,45,100,Elizabet Hafner
Trudi Noonan,2167326370005,US,GCSAM,Status Asthmaticus;Nocturnal;Beta-2-Adrenoreceptor Agonist;Reduced Response To,,F,45,45,100,Von Scharf
Leigha Donnell,1852652471431,US,ART1,Bardet-Biedl Syndrome 9;Bbs9-Related Bardet-Biedl Syndrome;Osteosarcoma,Metals toxic,M,45,45,45,Shalanda Stutz
Marta Mccammon,2562873772710,BH,CHRNA9,Dermatitis;Atopic 1,Toluene,F,45,45,100,Lien Linder
Claris Blackwelder,2407035242315,US,EHBP1,Nestor-Guillermo Progeria Syndrome;Familial Partial Lipodystrophy;Mandibuloacral Dysplasia,,M,45,45,100,Olin Drye
Iva Hovis,1608037341054,ZM,HSD17B13,Childhood Leukemia,Methylene chloride,M,45,45,100,Inell Dillman
Felicia Macken,2607136128332,US,HTGS,Neutropenia,Toluene,M,45,45,100,Carl Gisi
Bryant Kujawa,8563344123106,CV,KIR2DL3,Fatty Acid Oxidation Disorders Temporal Lobe Epilepsy,,M,45,45,45,Stanton Carlyle
Rosalie Sellers,1088424145684,FM,LEPROT,Schizophrenia,Solvents,M,45,45,100,Dinorah Mickey
Francina Fresquez,6454336413662,US,ARHI1,Multifocal Choroiditis;Age-Related Macular Degeneration 8,,F,45,45,100,Winter Weisser
Estell Hirt,7247135863883,US,AIFM1,Glycogen Storage Disease I;Bone Marrow Necrosis;Colorectal Cancer,Diesel exhaust,M,45,45,100,Byron Balke
Inell Dillman,8816775776304,US,ADAMTSL4,Breast Cancer Retinoblastoma,,M,45,45,100,Sol Loper
Vicenta Brummett,8141862715310,GN,CTRCT37,Menieres Disease;Endolymphatic Hydrops;Morbid Obesity,,M,45,45,100,Tyron Leija
Shirleen Schrom,5287776315581,VA,ELANE,Infantile Convulsions And Paroxysmal Choreoathetosis; Familial;Benign Familial Infantile Seizures 2 Episodic Kinesigenic Dyskinesia 1,Chromium,M,45,45,100,Barbra Baumeister
Freda Roberts,5661750167532,US,FOXO1,Hemolytic Uremic Syndrome;Atypical 5;C3 Deficiency;Age-Related Macular Degeneration 9,,M,45,45,100,Ellan Klopfenstein
Alfonso Widmer,6541283676324,FI,EP300,Adjustment Disorder,Lead,M,45,45,100,Kenyatta Marksberry
Inga Harte,2606706186617,US,DEL16P13.3,Bipolar I Disorder Mood Disorder,,M,45,45,100,Lettie Bobadilla
Audra Spore,2112677828505,US,HES1,Tracheal Cancer,Hydrogen sulfide,F,45,45,100,Frederic Hottle
Nu Clifford,8526732521330,DE,LAMB3,Angelman Syndrome,Metals toxic,F,45,45,100,Sol Loper
Layne Swearngin,2137801732055,PF,ASB16-AS1,Spinocerebellar Ataxia Type 28;Spastic;5;Autosomal Recessive;Spinocerebellar Ataxia Type28,,M,45,45,100,Enid Lague
Mariella Stermer,7131311208384,VA,ACTC1,Breast Cancer Thyroid Cancer,Asphalt fumes,F,45,45,100,Cassy Stermer
Teresa Tinkham,2106248503875,MO,HSPA14,Tibial Aplasia - Ectrodactyly,Formaldehyde,F,45,45,100,Earlie Mcray
Cherri Simons,3264645418887,TC,CNNM2,B-Cell Non-Hodgkin Lymphoma;High-Grade;Burkitts Lymphoma Show all 4,Arsenic,F,45,45,100,Ricarda Parrino
Luna Oloughlin,0810211764345,PT,CDYL2,Ataxia;Olivopontocerebellar Atrophy;Amyotrophic Lateral Sclerosis Type 13,,M,45,45,100,Lyda Hardegree
Felicia Macken,1212553552750,FI,EBP,Bardet-Biedl Syndrome 4;Bbs4-Related Bardet-Biedl Syndrome,Diesel exhaust,F,45,45,100,Newton Fiscus
Marcelino Salzman,3885816536638,UM,ATPAF1,Spinocerebellar Ataxia Type10;Spinocerebellar Ataxia Type 10;Ataxia Show all 4,,M,45,45,100,Mitchel Lemley
Laine Earnest,0266076277858,FI,CREB3,Ureterolithiasis Canavan Disease,,F,45,45,100,Margarett Eastland
