Name, Identification Number,Country Code,Mutation,Locus,Disorder,Professional Exposure,Professional Exposure Time, Gender,Age,Age At Diagnosis,Age Of Death,Physician
Olin Daugherty,1238881458035,ME,BCAR4,8,2q33.1,,45,F,45,45,100,Lyn Vansant
Shavon Muma,1705161420536,TF,ACADVL,Burkitts Lymphoma,8q22.1,,45,M,45,45,100,Clarine Crites
Tyron Leija,0328174528781,IT,ATXN8OS,Nephrogenic Syndrome Of Inappropriate Antidiuresis,15q15.3,,45,M,45,45,100,Corazon Warren
Reinaldo Ye,2208886143636,LB,FREM1,Fanconi Syndrome,4q35.2,Solvents,45,M,45,45,100,Rico Kyllonen
Adriana Helt,8783353406367,MA,IPPK,Hypoxia,3q13.33,,45,F,45,45,100,Rosio Sivils
Giuseppina Krell,5524434368668,GA,IFT140,Lung Squamous Cell Carcinoma,15q21.2,,45,F,45,45,100,Emelina Kappler
Kathaleen Soderquist,5266455200667,KZ,CDAN3,Glycine N-Methyltransferase Deficiency,5p15.2,Metals toxic,45,M,45,45,100,Leland Catalan
Ricarda Parrino,5632134864520,LI,HLA-C,Neuroblastoma,Xq27.1,Metals toxic,45,F,45,45,100,Gabriel Devall
Fatima Bucher,4215575641121,EH,IL6R,Peroxisomal Disease Adrenoleukodystrophy,3q27.1,,45,F,45,45,100,Lashawnda Reaux
Darci Pleas,4563605148377,AL,JPD,Calciphylaxis,11p11.2,Methylene chloride,45,M,45,45,100,Tiana WillertRashad Bull
Jodie Graves,3482321722515,MS,BBS2,Chronic Lymphocytic Leukemia,7q32.1,,45,M,45,45,100,Dusti Molinari
Cheryl Lyvers,5214406383371,JO,CNTRL,Breast Cancer Susceptibility Chronic Myeloid Leukemia,1q23.2,,45,M,45,45,45,Faustino Coury
Ayana Krupa,2414405336647,AW,C8orf4,Retinitis Pigmentosa 54,5q32,Beryllium,45,M,45,45,45,Zoe Upshur
Devorah Fregoso,0540461177535,GS,HSD3B2,Asthma-Related Traits 3 Asthma,7p21.1,,45,F,45,45,45,Edgardo Karst
Jamie Glick,8253001621767,AL,GPR152,Asphyxiating Thoracic Dystrophy,9q34.3,Solvents,45,F,45,45,100,Felice Ohern
Earl Caddell,7588457757614,AN,ID4,Foot And Mouth Disease,7q36.1,,45,F,45,45,45,Joellen Viloria
Marcelina Crume,3185630646121,BJ,LCE3A,Salivary Gland Tumor,7q22,Toluene,45,M,45,45,45,Portia Frausto
Louetta Bonds,4043316121788,GB,EZH1,Neuropathy,19q13.32,Lead,45,F,45,45,100,Winter Weisser
Al Agnew,6241383256648,ER,GSN,Amebiasis,Xq12,Arsenic,45,F,45,45,100,Tynisha Whittlesey
Ute Bufkin,5557316645215,CU,COL1A2,Pancreatic Cancer,1p31.3,Methylene chloride,45,M,45,45,100,Vikki Lamere
Cheryl Lyvers,8824107475185,VI,AASTH37,Human T-Cell Leukemia Virus Type 1,7q32.1,Arsenic,45,M,45,45,45,Doreen Mcbean
Garfield Tooker,7557342656731,KI,CAPN11,Morgagni Cataract,12p13.2,Chromium,45,M,45,45,100,Aleshia Daw
Honey Mcarthur,1812074518658,DK,DOHH,Farber Lipogranulomatosis Lipogranulomatosis,19q13.33,Arsenic,45,F,45,45,100,Margene Jung
Young Meriwether,7017225384573,ER,CCL3L3,Malaria,9q33.1,,45,M,45,45,100,Adriana Helt
Nettie Raub,6051307112584,SV,FGD5,Aneurysm,10q26.13,,45,F,45,45,100,Denisha Snelgrove
Joe Periera,1022764615057,FM,AMTN,Osteoporosis,1p22.1,Methylene chloride,45,F,45,45,100,Selene Mcgavock
Almeda Shoults,1470067771274,TK,ELP3,Dystrophinopathies Arrhythmogenic Right Ventricular Cardiomyopathy,1p36.12,,45,M,45,45,100,Yuko Tapia
Wendell Willaims,8275776160641,BL,DVL2,Acute Transverse Myelitis,1p31.1,Beryllium,45,F,45,45,100,Corrina Alexandre
Lauryn Deputy,6354722057300,GP,CASC1,Cat Eye Syndrome,1q21.3,Beryllium,45,M,45,45,100,Arminda Travers
Dannielle Heffley,6257703106851,GG,CEP290,Benign Recurrent,19p13.13,,45,F,45,45,100,Antonetta Osier
Candi Rux,8846515143312,IM,CTSC,Smallpox,15q21-q22,,45,F,45,45,100,Liza Aubin
Thora Muncie,2626818403184,GB,C3orf72,Benign Paroxysmal Positional Nystagmus,3q13.31,Arsenic,45,M,45,45,100,Zane Mellin
Willis Toone,0056852558826,FM,ENSG00000225737,Ank1-Related Spherocytosis Show all 4,19p,,45,M,45,45,100,Jarred Dory
Verdell Bulman,2658424666825,VU,FOSL1,Folinic Acid-Responsive Seizures,1p13.1,,45,M,45,45,100,Irena Fabrizio
Wilson Peaslee,1777627336165,MW,APBA3,Pyridoxine-Dependent Epilepsy Cortical Blindness,7q11.23,Beryllium,45,M,45,45,100,Brenda RubinoJona Goldsmith
Pearle Basch,4124360216131,MZ,BAG5,Loiasis Urinary Schistosomiasis,3q25.2,Lead,45,F,45,45,100,Jennie Matus
Bobbi Wilmes,2372416805082,BW,CLCF1,Non-Hodgkin Lymphoma Acute Myeloid Leukemia,1q32.2,Arsenic,45,M,45,45,100,Ronna Tickle
Jamie Glick,4272182546181,RE,BBS4,Meningioma,12q13.11,Formaldehyde,45,F,45,45,100,Iva Hovis
Lilla Schreffler,8484337736233,KW,ERCC6L2,Acute Myeloid Leukemia Hypoxia,18q21.1,Beryllium,45,F,45,45,100,Lakiesha Via
Cassi Wieder,5033831033031,GF,LAIR1,Familial,20q11.21,Chromium,45,F,45,45,45,Tamika Grange
Zelda Hadaway,7151212508638,AU,LCE1C,Differentiating Neuroblastoma Ellis-Van Creveld Syndrome,17q12,,45,F,45,45,100,Al Hardaway
Jennie Matus,6543344560405,GE,CUL4A,Obesity,Xq22.3,Asphalt fumes,45,F,45,45,100,Cherri Simons
Racquel Dragoo,2636458385113,TN,FBP1,Ketothiolase Deficiency,HSCHR6_MHC_MCFp21.32,,45,F,45,45,100,Newton Fiscus
Marguerite Taliaferro,1412737376046,CN,CHORDC1,Amebiasis,19p13.11,Lead,45,M,45,45,100,Hallie Englund
Marcelene Dials,6432532078175,EH,ENSG00000227993,Tracheitis Dermatophytosis,5q23.2,,45,M,45,45,100,Irena Fabrizio
Josefine Villeneuve,8050115143746,DJ,CDK2AP1,Lung Cancer,17p13.2,Asphalt fumes,45,M,45,45,100,Janelle Muhammad
Emelina Kappler,6556138820655,IR,HHATL,Spindle Cell Hemangioma,Xp11.23,Metals toxic,45,M,45,45,100,Adelaide Grizzell
Chrystal Steenbergen,6752117374514,NO,COPD3,Alzheimer Disease-14 Alzheimers Disease,1p36.12,,45,F,45,45,45,Prudence Mccorvey
Gracie Test,7344022861162,SJ,B3GALNT2,Atopic Dermatitis Hepatitis C Virus,6p,13-Butadiene,45,M,45,45,100,Odette Korth
Jarred Dory,8814522757760,GE,B3GAT1,Periventricular Nodular Heterotopia 6 Periventricular Nodular Heterotopia,2q31.1,Solvents,45,F,45,45,100,Vikki Chaney
Margret Bostic,2508258428147,BQ,GLC1K,Osteopetrosis,6p25.3,Formaldehyde,45,F,45,45,100,Al Agnew
Roxana Monier,2202257257685,AL,HYSP4,Age-Related Hearing Impairment 1,20p11.23,Chromium,45,F,45,45,100,Luanne Creamer
Elizabet Hafner,7041001806231,HN,ING3,Bmp1-Related Osteogenesis Imperfecta,17q21.32,,45,F,45,45,100,Bessie Manzanares
Bronwyn Jarvie,4508015686326,EC,AIRE,Autosomal Recessive,19q13.2-q13.4,Beryllium,45,M,45,45,100,Jack Hungerford
Thora Krikorian,7852571807337,NF,CPSF4,Mosaic Variegated Aneuploidy Syndrome 1,6p12.3,,45,F,45,45,45,Tamika Liss
Chang Leclair,4602607630365,VC,LGALS1,Congenital Disorder Of Glycosylation Type 1C Protein-Losing Enteropathy,10q22.2,,45,M,45,45,45,Olympia Carmack
Trudi Noonan,4373756568221,PH,FLG2,Hypercholanemia,12p13.32,Chromium,45,F,45,45,100,Reynalda Spinner
Iesha Mcmahon,5703304607067,VA,IGF1,Cat-Scratch Disease Junctional Epidermolysis Bullosa,5q31.3,Toluene,45,M,45,45,100,Magda Edmund
Hermelinda Faw,0306032445213,LV,KRT18P16,Eccrine Porocarcinoma,11p15.2,,45,F,45,45,45,Annmarie Sublett
Lynell Degen,7064782848324,HN,HDAC5,Reticular Dysgenesis,17q12,,45,F,45,45,100,Cecilia Muraoka
Keitha Hagaman,6145503386153,TK,ARHI2,Hyperargininemia,19p13.12,Arsenic,45,M,45,45,100,Fatima Bucher
Portia Frausto,1780152485843,KM,ASRT6,Ischemia Brain Ischemia,12p11.21,,45,M,45,45,45,Edgardo Karst
Courtney Capozzoli,1108666118183,MG,COX4I1,Actin,17q21.32,Asphalt fumes,45,M,45,45,100,Viviana Millner
Indira Cashin,1248357077411,RU,CDAN3,Sleeping Sickness,12q13.12,,45,M,45,45,100,Lyn Vansant
Skye Verdin,4518602631454,SZ,CXCR5,Alzheimer Disease Type 2 Alzheimers Disease,3q13.33,Hydrogen sulfide,45,M,45,45,100,Josephine Bunner
Brianna Keltz,2534747478578,SK,BLACE,Xia-Gibbs Syndrome,5q35.2,,45,F,45,45,100,Wendell Willaims
Juliann Burling,8741436576300,ST,AMELX,Shigellosis,3q22.3,Arsenic,45,F,45,45,45,Venice Lakey
Mariette Zeolla,2505278813162,MS,AFF3,Hfe Hemochromatosis,8q24.21,Solvents,45,F,45,45,100,Aleshia Daw
Wilson Peaslee,2846607705506,GL,FZD3,Recessive Dystrophic Epidermolysis Bullosa,19q13.33,,45,F,45,45,100,Jarred Dory
Sage Amavisca,5357204323640,CK,ESX1,Mucopolysaccharidoses,4p14,,45,M,45,45,100,Debi Retherford
Dusti Molinari,5017825012842,CN,ABI1,Chronic Lymphocytic Leukemia,4q27,Metals toxic,45,M,45,45,100,Layne Garica
Alejandra Walkes,2175718235232,GA,CYP11B1,Schizotypal Personality Disorder,3q22.1,Chromium,45,F,45,45,100,Debi Retherford
Aide Holmgren,3755004652603,SR,HDLCQ1,Fetal Alcohol Syndrome,9q34.3,Arsenic,45,F,45,45,100,Rosa Gish
Jack Ruston,5138036781673,NC,KTCN8,Apperceptive Agnosia,8p11.21,,45,M,45,45,45,Aleida Sylvain
Pearle Basch,0878641254185,IM,AACS,Bulimia Nervosa,1q21.3,Methylene chloride,45,F,45,45,100,Arminda Manley
Young Meriwether,2271822668524,PY,GRP,Premature Chromatid Separation Trait,5q13.3,,45,F,45,45,100,Bernardo Beno
Lien Linder,4063867025232,BM,EPAS1,Williams-Beuren Syndrome,19p13.11,Diesel exhaust,45,M,45,45,100,Delorse Holquin
Vinita Moran,2005340075884,CX,KHDRBS3,Prostate Carcinoma In Situ Liver Cancer,6p22.1,13-Butadiene,45,M,45,45,100,Reggie Tibbetts
Phillis SolizCrissy Mcclinton,3628513074884,MK,ALDH5A1,Myokymia,11q22.3,Methylene chloride,45,F,45,45,100,Herb Leland
Niki Michelle,5355760145510,AN,AD11,Prostate Carcinoma In Situ,5q35.3,Asphalt fumes,45,F,45,45,45,Simone Schumacher
Janelle Muhammad,8786782686023,RE,ADH1B,Diphyllobothriasis Anisakiasis,16q23.3,Hydrogen sulfide,45,M,45,45,100,Marta Mccammon
Doreen Mcbean,4006661353631,BL,CMDR,Spondylolisthesis Show all 4,6p21.1,,45,F,45,45,100,Ruthe Dazey
Lonna Shehane,7510410550223,JE,HTRA3,Polyhydramnios Oligohydramnios,10q23.33,,45,M,45,45,100,Tula Hanzlik
Jacki Moss,7260467835656,SO,C9orf72,Barth Syndrome,11q12.3,,45,M,45,45,100,Cordie Zirkind
Bennie Bolles,8372178158725,IL,CDK2AP1,Dopamine Receptor D2,20q13.33,Metals toxic,45,F,45,45,100,Alanna Blanton
Faustino Coury,4066604652323,CV,BMP6,Bbs9-Related Bardet-Biedl Syndrome,1q32.1,Methylene chloride,45,M,45,45,45,Freda Roberts
Young Meriwether,7474716283768,DM,ATP4A,1,3q29,Asphalt fumes,45,F,45,45,45,Palmer Blow
Lauretta Depriest,5475308502481,LB,ENSG00000225312,Alcohol-Related Birth Defect,12q13.3,,45,M,45,45,100,Nena Bosworth
Victoria Dame,8785857425138,MH,CCDC22,Osteopetrosis,18q21.33,Lead,45,F,45,45,45,Earlie Mcray
Dominick Bird,6542102287687,ET,EIF2AK2,Deafness,12q21.33,Diesel exhaust,45,M,45,45,100,Rodger Luongo
Tiny Habib,3413430265243,PY,BACE1,Cardiofaciocutaneous Syndrome4,6p21.33,,45,M,45,45,100,Beatriz Ranger
Noelle Stubblefield,4713030353176,TG,ICAM5,Ca4-Related Retinitis Pigmentosa,9p21.3,Arsenic,45,M,45,45,45,Odette Korth
Bart Trott,2331716524171,AZ,KPTN,Retinitis Pigmentosa 2 Retinitis Pigmentosa,8p21.3,,45,M,45,45,100,Courtney Capozzoli
Nicky Crisler,4084738806533,SR,FOXD4,Retrograde Amnesia Hand,15q24.1,Metals toxic,45,F,45,45,100,Alethea Spruill
Ann Bober,1756776602687,GP,IRF9,Squamous Cell Carcinoma Of The Head And Neck,22q13.31,Metals toxic,45,M,45,45,45,Odette Korth
Cecilia Muraoka,8305832671688,CF,KIR2DL4,Testicular Gonadoblastoma,Xp11.22,,45,M,45,45,100,Olin Drye
Wilson Peaslee,1424016716073,TC,HIST1H1D,Trigeminal Neuralgia,12q24.31,Hydrogen sulfide,45,M,45,45,100,Barry Almquist
Modesto Lonergan,2052500733464,SA,BIN3,Capillary Leak Syndrome,20q11.21,Metals toxic,45,F,45,45,100,Genna Worster
Jeffie Feltmann,4773651245344,CU,CSNK2A2,Multiple Sclerosis Psoriasis,16q12.1,Formaldehyde,45,M,45,45,45,Kenda Mcgowan
Lauretta Depriest,4562764344422,CY,IBD23,Hereditary Hemorrhagic Telangiectasia,2p13.1,,45,F,45,45,100,Vito Nitz
Glenna Schrimsher,7434423754422,LU,APCS,Philadelphia-Negative Chronic Myeloid Leukemia,20p12.3,,45,F,45,45,100,Wendell Willaims
Enid Lague,0136324213738,MZ,ATP6V0B,Lymphoblastic Leukemia Dysembryoplastic Neuroepithelial Tumor,16q21,,45,F,45,45,100,Dusti Molinari
Florencio Poudrier,2276078224463,BO,CD160,Severe Acute Respiratory Syndrome,1q24.2,Diesel exhaust,45,M,45,45,100,Zora Estes
Pearle Basch,3214682738145,MT,LACTB,Breast Cancer,7q11.23,Metals toxic,45,F,45,45,100,Candace Prescott
Rona Redner,6448674076870,CO,ALDH18A1,Juvenile Nasopharyngeal Angiofibroma,2q31.1,Lead,45,M,45,45,100,Janey Hayslip
Lezlie Anderton,2348720153351,IL,GNAO1,Basal Cell Carcinoma 4 Basal Cell Carcinoma,14q32.12,,45,M,45,45,100,Isabelle Gramling
Venice Lakey,4263530331834,CH,CDC73,Biotinidase Deficiency,2p21,,45,F,45,45,100,Tilda Gulledge
Vikki Chaney,5111726283742,GW,KRTAP5-1,Dermatitis,HSCHR6_MHC_COXp21.33,Solvents,45,M,45,45,100,Barton Snipes
Elisha ModlinKathleen Lavoie,0520112261778,GL,ACP5,Pancreatic Cancer,12q14.1,,45,F,45,45,45,Blake Gladding
Althea Larsen,7864411270385,PL,CPA4,Caudal Duplication,Xp21.3,,45,M,45,45,100,Jere Sakata
Vikki Lamere,0370713846655,PH,CARD17,Burkitts Lymphoma,12q13.12,Methylene chloride,45,F,45,45,100,Barton Snipes
Lakiesha Via,2162344406237,BA,LCP1,Williams Syndrome,4q13.3,,45,F,45,45,45,Inga Harte
Cletus Fann,3781278115701,LY,FZD5,Nuclear Type 3,17q25.3,Solvents,45,M,45,45,45,Elton Fisch
Noreen Sluss,4358738861533,QA,FLAD1,Alzheimers Disease,11p11.12,,45,F,45,45,45,Cruz Isenhour
Paulene Vandervoort,3700705535276,MZ,ENSG00000206340,Keratolytic Winter Erythema,20p11.21,,45,F,45,45,100,Liza Aubin
Skye Verdin,7636882617468,SR,ETNPPL,C8Orf37-Related Retinitis Pigmentosa,18q12.1,Chromium,45,M,45,45,100,Yuri Soares
Renea Moreira,2337261308747,MU,KLKB1,Cerebellar Disease,19p13.3,Toluene,45,F,45,45,100,Franchesca Ramer
Afton Calnan,7351676375602,FM,ADAM33,Fuchs Endothelial,Xp22.2,,45,F,45,45,100,Trudi Noonan
Thaddeus Macek,1614810740443,VG,DUSP15,X-Linked Sideroblastic Anemia X-Linked Sideroblastic Anemia With Ataxia,10q11.21,,45,F,45,45,45,Inga Harte
Brianna Keltz,0763388555045,AW,CD27,Cannabis Dependence,14q32.2,,45,M,45,45,100,Orville Stainback
Maximina Cefalu,2511773388605,MO,FKBP1B,Breast Adenomyoepithelioma,19p13.3,,45,M,45,45,100,Simone Schumacher
Naida Gosney,0005556732553,CL,IDDM7,Spindle Cell Hemangioma,2p16.3,,45,F,45,45,100,Gertie McmonagleWayne Passman
Miss Parra,4145825073620,NE,DPP9,Cornea Cancer,2q35,Solvents,45,F,45,45,100,Wilma Terrones
Mariella Stermer,3122204235077,AL,ELANE,Basal Cell Carcinoma 1 Basal Cell Carcinoma,2p15-q14,Asphalt fumes,45,F,45,45,100,Blake Gladding
Al Agnew,1605602428243,MK,GOLGA5,Neisseria Meningitidis Infection,11p15.5,Beryllium,45,F,45,45,45,Lyn Vansant
Abe Miranda,8073101264817,WS,ALS2,Dysembryoplastic Neuroepithelial Tumor,19p13.2,,45,M,45,45,100,Cheryl Lyvers
Ebony Cobbs,3438377576768,MP,BRCC3,Suppurative Otitis Media,Xp22.3,Asphalt fumes,45,M,45,45,100,Alfonso Widmer
Lynell Degen,1515262467252,WF,GSN,Brachydactyly Type A2,16p13,Metals toxic,45,F,45,45,100,Ami Lampkin
Odette Korth,1766853255810,FJ,FBF1,Adiponectin Deficiency,22q12.1,,45,F,45,45,100,Deadra Yao
Joyce Harder,8458628760223,TN,IGES,Acute Lymphoblastic 2,1q24.3,,45,M,45,45,100,Inga Harte
Gerard Rodriquez,6555530314466,SI,FZD6,Pancreatic Cancer Prostate Cancer,1p12,,45,M,45,45,100,Noelia Quint
Carletta Houde,5520026152202,KN,COPD3,Breast Cancer,17p13.2,13-Butadiene,45,M,45,45,100,Margherita Ramsden
Cesar Tesar,8263404708528,NE,ADAMTSL4,Alopecia Areata 1 Alopecia,12q13.13,Chromium,45,M,45,45,100,Von Scharf
Arminda Travers,2637080128706,SA,IKBKG,C4B Deficiency,5q31-q33,Chromium,45,F,45,45,100,Viviana Millner
Devorah Fregoso,2303173052237,MZ,GAEC1,Oliver Syndrome Aplasia Cutis Congenita,6p25.1,Lead,45,M,45,45,100,Elisha ModlinKathleen Lavoie
Cary Wenrich,1207217726036,CR,ARMS2,Acad9 Deficiency,6p12-q12,,45,M,45,45,100,Cecilia Muraoka
Kenyetta Jungers,2455012152373,BV,IMPA1,Pseudocholinesterase Deficiency,2p13.1,,45,M,45,45,100,Lelia Slade
Zelda Hadaway,3671113120264,SY,GGT6,Staphyloenterotoxemia,2p16.1,,45,M,45,45,45,Alethea Spruill
Felice Ohern,6562171464865,NG,H2AFX,Maple Syrup Urine Disease,17q11.2,Methylene chloride,45,M,45,45,100,Margarett Eastland
Jamie Glick,2172127452347,NL,IL1B,Hiv-1,19q13.33,Solvents,45,F,45,45,45,Janel Veatch
Freda Roberts,3231032023558,GU,ADRB3,Bardet-Biedl Syndrome 10,9q21.12,Lead,45,M,45,45,100,Corrina Alexandre
Nettie Raub,6476414654358,HN,ENSG00000231408,Staphyloenterotoxemia,2p13.1,Chromium,45,F,45,45,45,Maximina Cefalu
Tammera Schwarz,3762214016128,BQ,ARNT2,Complement Component 5 Deficiency Sle Susceptibility,22q11.1,Chromium,45,M,45,45,100,Doreen Mcbean
Shalanda Stutz,6846834166031,NG,CRCL,Parkinsons Disease,2q31.1,Hydrogen sulfide,45,M,45,45,100,Kimiko Beard
Antonetta Osier,4823130025827,BF,BCR,Vitelliform Macular Dystrophy,7p15.1,,45,F,45,45,100,Gilberte Neville
Nena Bosworth,4181270835032,AQ,ABCA2,Hypokalemia,16q12.2,13-Butadiene,45,M,45,45,100,Reed Ehlert
Felecia Violette,4028762532384,DK,EGI,Liver Cancer Noma,5q33.1,,45,F,45,45,100,Luanne Creamer
Jacquiline Brite,4861332248700,TN,COHEN1,Polyhydramnios Oligohydramnios,2q11.1,,45,F,45,45,100,Tula Hanzlik
Luanne Creamer,0466051485883,JE,IL5,Alcohol Dependence Fetal Alcohol Syndrome,2q37.3,Lead,45,M,45,45,100,Michael Sustaita
Leonila Verrier,2313571505040,TR,CELIAC13,Muir-Torre Syndrome,16q22.1,,45,M,45,45,100,Lien Linder
Noelle Stubblefield,7366208336220,NP,FAM13A,Non-Hodgkin Lymphoma Show all 4,3q26.33,Diesel exhaust,45,M,45,45,100,Jenni Ruple
Jon Hardaway,6548224432872,IR,CCNO,Medullary Sponge Kidney,21q22.2,,45,M,45,45,100,Owen Seidman
Collin Sansom,5047826340736,KH,LAMA5,X-Linked,17p13.2,,45,F,45,45,100,Luanne Creamer
Grisel Failla,6205757135601,CV,CCDC130,Mucopolysaccharidosis Vi,5q12.3,Toluene,45,M,45,45,100,Jess Lundin
Vicenta Brummett,3385862616756,MY,DSC1,Age-Related Hearing Impairment 1,1q31.2,Chromium,45,M,45,45,100,Alejandra Walkes
Gena Wooding,7177415106004,NA,EFS,Liver Cancer Noma,13q12.11,,45,F,45,45,100,Phillis SolizCrissy Mcclinton
Suzanna Amar,0837671368680,UY,ENSG00000234058,Fetal Alcohol Syndrome,11q12.2,Hydrogen sulfide,45,F,45,45,100,Carletta Houde
Al Hardaway,1284578161745,TN,DPYD,11,1p13.3,,45,F,45,45,45,Sheilah Kinzer
Kellee Bayley,0171356140182,IT,BET1,Burns Erysipelas,7p12.2,,45,F,45,45,100,Byron Balke
Julianna Ewert,5602864852447,SE,IBD5,Dependent Personality Disorder,19q13.2,,45,F,45,45,100,Aliza Pauli
Shirleen Schrom,8810541817305,NR,ADPRH,Monilethrix,2q35,Diesel exhaust,45,F,45,45,100,Abigail Hazan
Tammera Colwell,1652270345732,UY,CMC1,Limb Ischemia Critical Limb Ischemia,Xq23,,45,M,45,45,45,Reggie Conry
Lynn Caminiti,2553736440276,JO,JKAMP,Vitelliform Macular Dystrophy,8p21.1,Metals toxic,45,M,45,45,100,Nathanial Mungin
Asley RaffaeleRosamaria Leyden,5638723234618,BI,DUSP10,Laryngeal Carcinoma,4q12,,45,M,45,45,100,Zora Estes
Cheryl Lyvers,8038087216578,KW,DGCR8,Juvenile Nasopharyngeal Angiofibroma,16q21,Chromium,45,M,45,45,100,Ute Bufkin
Stanton Carlyle,3204753722180,BL,FLCN,Arrhythmogenic Right Ventricular Dysplasia 4 Arrhythmogenic Right Ventricular Cardiomyopathy,4q21.1,13-Butadiene,45,F,45,45,100,Brianna Keltz
Fabiola Hust,1611682801204,GD,IGHV4-34,Acromesomelic,7p12.3,Lead,45,F,45,45,100,Wilson Peaslee
Barton Snipes,4630161275051,CO,CDK2AP2,Morbid Obesity,9q34.3,Hydrogen sulfide,45,M,45,45,100,Margherita Ramsden
Edwin Boettger,4634282561321,AT,FPGS,Vaccinia,7q33,Solvents,45,F,45,45,100,Olin Daugherty
Lauretta Depriest,7578727256577,AR,FAM21B,Nicotine Dependence,16p12.1,Asphalt fumes,45,M,45,45,100,Delisa Sorenson
Pamala Delmont,8576782154785,NF,CX3CR1,Huntingtons Disease,11q23.2,Methylene chloride,45,F,45,45,100,Adriana Helt
Stefania Sigler,3687073035327,YT,BAI1,Mental Retardation,,,45,F,45,45,45,Elin Lemieux
Newton Fiscus,3655848717856,GQ,AMER2,Barrett Esophagus/esophageal Adenocarcinoma Adenocarcinoma,17q12,Chromium,45,M,45,45,100,Brittni Carlsen
Aja Deane,8470821836764,JM,AIS3,Autoimmune Disease 4,18q21,,45,F,45,45,100,Tula Hanzlik
Jamison Murden,4816600425474,LA,DUP17P13.3,Alexithymia,3q27.1,,45,M,45,45,45,Gerard Rodriquez
Monroe Dewall,6137544723335,GP,ABCF2,Acquired,2q31.1,Arsenic,45,M,45,45,100,Felicia Macken
Aliza Pauli,1553405307886,PW,FMR1,Coronin-1A Deficiency Triple-A Syndrome,17p13.2,,45,F,45,45,100,Delorse Holquin
Lynell Degen,6546628506355,VI,FLI1,Papillary Thyroid Carcinoma,5q13-q22,,45,M,45,45,100,Tiffany Wanamaker
Liliana Mckean,0274603860762,AM,CLDN5,Premature Ovarian Failure 4,7q35-q36,,45,F,45,45,45,Katheryn Shatzer
Dianna Bolen,6146786235345,BQ,AITD4,Hypoxia,22q11.2,,45,F,45,45,100,Ricarda Parrino
Elisa Gose,1766644438120,KW,C1GALT1,Acute,,,45,F,45,45,100,Orville Stainback
Nancey Hieb,3253151331515,AS,CCAT1,Rheumatoid Arthritis,11p11.2,,45,M,45,45,100,Valerie Boykins
Dominick Bird,6087500458266,JM,HLA-DRB2,Zellweger Syndrome,9p13.3.-p13.2,,45,F,45,45,45,Thresa Strey
Delisa Sorenson,7838226118776,MH,CRP,Asthma-Related Traits 8 Asthma,19q13.32,,45,F,45,45,45,Lezlie Anderton
Cordie Zirkind,6316772642472,CA,FKBP4,Machado-Joseph Disease Type 3,4q24,Metals toxic,45,F,45,45,100,Gaylene Mcneese
Adriana Helt,2866535622816,IL,ATP6V0E2,Spindle Cell Hemangioma,Xq21.1,,45,F,45,45,100,Suzann Spafford
Lori Mose,1242304474437,GH,ICCA,Whim Syndrome,4q23,Lead,45,F,45,45,100,Asley RaffaeleRosamaria Leyden
Chandra Belgrave,3160177237575,MZ,ICCA,Hematologic Cancer,Xp11.23,,45,M,45,45,100,Indira Cashin
Adelaide Grizzell,5408086678871,CL,GPR45,Lung Squamous Cell Carcinoma,HSCHR6_MHC_QBLp21.32,Lead,45,F,45,45,100,Jere Sakata
Lyman Slavin,3656678510854,LA,ENSG00000226260,Vertebral Artery Insufficiency,17q21.2,Beryllium,45,F,45,45,100,Maida SpiekerBridget Greenwell
Barton Snipes,8353667752307,FO,CHRM2,Cat Eye Syndrome,6p21.3,,45,F,45,45,45,Aja Deane
Glenna Schrimsher,0016357721730,AE,CD2,Bbs7-Related Bardet-Biedl Syndrome,2q24.1,Lead,45,F,45,45,45,Lakiesha Via
Jess Lundin,8765234803033,VU,HSPA1L,Anisomastia,8p12,,45,F,45,45,100,Genna Worster
Zoe Upshur,6405461520407,MC,LEPRE1,Lewis-Sumner Syndrome,17p13.1,Formaldehyde,45,M,45,45,45,Dale Mccorkle
Racquel Dragoo,6363066304548,MY,CHED1,Spermatogenesis Arrest,12q21.32,Diesel exhaust,45,F,45,45,100,Noelle Goley
Vinita Moran,6412522352707,MC,COQ2,Cardiofaciocutaneous Syndrome4,1q32.1,,45,F,45,45,100,Sol Loper
Lakiesha Tillmon,1030867208150,SM,GTF2I,Peliosis Hepatis,Xp11.22,,45,F,45,45,100,Jack Hungerford
Leena Harm,2488716408327,PR,KCNJ2,Adenoma Precocious Puberty,12q13.13,Chromium,45,M,45,45,100,Joan Everitt
Rochell Sandor,8308084617581,UY,KRT15,Chronic Pulmonary Heart Disease,13q34,,45,F,45,45,100,Thresa Strey
Ninfa Jeon,7385411115650,KZ,FAM178A,Osteoarthritis,17q,,45,F,45,45,100,Liliana Mckean
Cara Shelton,3021688255116,GM,CBS,Juvenile Recessive,15q25.2,Beryllium,45,M,45,45,100,Ardella Truluck
Cesar Tesar,1631314764221,IT,CYP4F2,Addisons Disease,4q27,Hydrogen sulfide,45,F,45,45,100,Jodee Miyamoto
Reed Ehlert,8143856084667,MW,HGFAC,Alopecia Areata 2 Alopecia,2q31.1,13-Butadiene,45,F,45,45,45,Dominga Schuldt
Layne Swearngin,3332382201404,LB,DOCK8,Hepatitis B Hepatitis,HSCHR6_MHC_MCFp22.1,Formaldehyde,45,F,45,45,100,Diamond Verge
